intent-group,loom-design,molecule,loom-name,loom-description,design/epitope,design/orf,design/orf-protein-mutations,design/orf-source-organism,design/misc,design-genome/organism,design/backbone,selection-marker/antibiotic-resistance,design-properties/copy-number
E coli expression,951,4046874,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046883,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046815,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725298.1,,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046732,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046899,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046817,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724393.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046900,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046932,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046909,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046805,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046865,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046827,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046915,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046761,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046837,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046781,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046961,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725310.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046880,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046786,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046849,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046808,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046897,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046922,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046924,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046913,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046829,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046800,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046767,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046854,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046775,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725311.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046738,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725300.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046846,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046801,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046950,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046895,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046982,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046777,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725255.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046957,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046959,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046944,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046783,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724391.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046802,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725307.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046947,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046820,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046878,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046772,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724395.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046726,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046902,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046779,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725301.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046921,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046758,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046818,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046741,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725302.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046836,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724397.2,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046803,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046840,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725306.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046842,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725303.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046864,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046862,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725318.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046748,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725305.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046828,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724390.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046736,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046841,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046760,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_6xhis_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725308.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046930,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725309.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046830,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725299.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046744,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046896,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046960,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_ha_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046889,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_myc_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009724396.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046855,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009724394.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046843,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_epitope_flag_ecoli,Severe acute respiratory syndrome coronavirus 2:YP_009725297.1,d1,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,951,4046753,COVID19 orf expression plasmids,COVID 19 template for expression,EPITOPE_affinity_strepii_multiple,Severe acute respiratory syndrome coronavirus 2:YP_009725312.1,wt,Severe acute respiratory syndrome coronavirus 2,,Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092690,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092687,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092671,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092696,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092678,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a mature peptide 3 to orf1a stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092673,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092674,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092711,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a stop | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092664,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs and tIIs restriction sites removed with 5 base polyA tail| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092714,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092679,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,ori-013 - marker | cmR,,
E coli expression,955,4092675,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092699,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092666,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with tIIs restriction sites removed| Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092705,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment orf1a stop to orf1b stop with tIIs sites removed | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,p15A Kan | from m1954452,kanamycin,medium
E coli expression,955,4092716,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 15 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092718,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment 5pUTR to orf1a mature peptide 3 | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | wt encoded",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
E coli expression,955,4092698,COVID19 cDNA expression plasmids,COVID 19 template for expression,,,,,"fragment of orf1ab 3pUTR to viral genome 3pUTR with inactivating mutations in all ORFs with 5 base polyA tail | Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome | Nearly native encoding",Escherichia coli str. K-12 substr. MG1655,pG9m-2 backbone,ampicillin,medium
